map,map_type,map_slug,hero,role,winrate,pickrate
Eichenwalde,Hybrid,eichenwalde,D.Va,TANK,40.80,4.70
Eichenwalde,Hybrid,eichenwalde,Domina,TANK,59.90,2.60
Eichenwalde,Hybrid,eichenwalde,Doomfist,TANK,46.60,8.70
Eichenwalde,Hybrid,eichenwalde,Hazard,TANK,53.70,7.60
Eichenwalde,Hybrid,eichenwalde,Junker Queen,TANK,58.80,4.00
Eichenwalde,Hybrid,eichenwalde,Mauga,TANK,59.80,7.60
Eichenwalde,Hybrid,eichenwalde,Orisa,TANK,46.70,9.20
Eichenwalde,Hybrid,eichenwalde,Ramattra,TANK,52.40,5.90
Eichenwalde,Hybrid,eichenwalde,Reinhardt,TANK,46.70,9.10
Eichenwalde,Hybrid,eichenwalde,Roadhog,TANK,43.40,7.50
Eichenwalde,Hybrid,eichenwalde,Sigma,TANK,45.80,14.30
Eichenwalde,Hybrid,eichenwalde,Winston,TANK,37.10,4.40
Eichenwalde,Hybrid,eichenwalde,Wrecking Ball,TANK,54.70,4.40
Eichenwalde,Hybrid,eichenwalde,Zarya,TANK,48.60,10.00
Eichenwalde,Hybrid,eichenwalde,Ana,SUP,52.00,34.40
Eichenwalde,Hybrid,eichenwalde,Baptiste,SUP,40.60,6.90
Eichenwalde,Hybrid,eichenwalde,Brigitte,SUP,49.60,9.50
Eichenwalde,Hybrid,eichenwalde,Illari,SUP,50.80,7.20
Eichenwalde,Hybrid,eichenwalde,Jetpack Cat,SUP,55.60,12.90
Eichenwalde,Hybrid,eichenwalde,Juno,SUP,41.00,14.40
Eichenwalde,Hybrid,eichenwalde,Kiriko,SUP,47.10,47.60
Eichenwalde,Hybrid,eichenwalde,Lifeweaver,SUP,53.40,6.40
Eichenwalde,Hybrid,eichenwalde,Lúcio,SUP,44.30,7.50
Eichenwalde,Hybrid,eichenwalde,Mercy,SUP,45.70,14.30
Eichenwalde,Hybrid,eichenwalde,Mizuki,SUP,53.30,10.60
Eichenwalde,Hybrid,eichenwalde,Moira,SUP,50.40,9.60
Eichenwalde,Hybrid,eichenwalde,Wuyang,SUP,48.70,8.90
Eichenwalde,Hybrid,eichenwalde,Zenyatta,SUP,51.60,9.90
Hollywood,Hybrid,hollywood,Anran,DPS,44.80,3.80
Hollywood,Hybrid,hollywood,Ashe,DPS,53.50,17.50
Hollywood,Hybrid,hollywood,Bastion,DPS,40.00,5.90
Hollywood,Hybrid,hollywood,Cassidy,DPS,45.00,22.80
Hollywood,Hybrid,hollywood,Echo,DPS,55.30,5.20
Hollywood,Hybrid,hollywood,Emre,DPS,47.30,3.20
Hollywood,Hybrid,hollywood,Freja,DPS,52.70,11.30
Hollywood,Hybrid,hollywood,Genji,DPS,41.80,15.70
Hollywood,Hybrid,hollywood,Hanzo,DPS,50.60,5.50
Hollywood,Hybrid,hollywood,Junkrat,DPS,49.20,5.80
Hollywood,Hybrid,hollywood,Mei,DPS,40.40,6.50
Hollywood,Hybrid,hollywood,Pharah,DPS,50.70,3.70
Hollywood,Hybrid,hollywood,Reaper,DPS,50.40,9.10
Hollywood,Hybrid,hollywood,Shion,DPS,54.80,12.20
Hollywood,Hybrid,hollywood,Sierra,DPS,43.20,1.30
Hollywood,Hybrid,hollywood,Sojourn,DPS,47.60,16.30
Hollywood,Hybrid,hollywood,Soldier: 76,DPS,64.00,11.10
Hollywood,Hybrid,hollywood,Sombra,DPS,63.10,2.20
Hollywood,Hybrid,hollywood,Symmetra,DPS,44.00,2.80
Hollywood,Hybrid,hollywood,Torbjörn,DPS,47.50,4.90
Hollywood,Hybrid,hollywood,Tracer,DPS,43.40,20.20
Hollywood,Hybrid,hollywood,Vendetta,DPS,59.40,1.90
Hollywood,Hybrid,hollywood,Venture,DPS,37.20,2.40
Hollywood,Hybrid,hollywood,Widowmaker,DPS,54.10,8.70
Hollywood,Hybrid,hollywood,D.Va,TANK,52.30,6.10
Hollywood,Hybrid,hollywood,Domina,TANK,43.60,1.80
Hollywood,Hybrid,hollywood,Doomfist,TANK,37.40,9.20
Hollywood,Hybrid,hollywood,Hazard,TANK,52.20,7.90
Hollywood,Hybrid,hollywood,Junker Queen,TANK,48.60,3.40
Hollywood,Hybrid,hollywood,Mauga,TANK,49.10,5.30
Hollywood,Hybrid,hollywood,Orisa,TANK,48.70,7.00
Hollywood,Hybrid,hollywood,Ramattra,TANK,43.90,4.10
Hollywood,Hybrid,hollywood,Reinhardt,TANK,56.10,7.20
Hollywood,Hybrid,hollywood,Roadhog,TANK,55.10,7.40
Hollywood,Hybrid,hollywood,Sigma,TANK,56.40,15.50
Hollywood,Hybrid,hollywood,Winston,TANK,49.40,12.40
Hollywood,Hybrid,hollywood,Wrecking Ball,TANK,41.50,4.80
Hollywood,Hybrid,hollywood,Zarya,TANK,46.90,8.20
Hollywood,Hybrid,hollywood,Ana,SUP,51.00,38.40
Hollywood,Hybrid,hollywood,Baptiste,SUP,51.40,7.30
Hollywood,Hybrid,hollywood,Brigitte,SUP,57.50,11.50
Hollywood,Hybrid,hollywood,Illari,SUP,54.90,7.90
Hollywood,Hybrid,hollywood,Jetpack Cat,SUP,36.50,5.70
Hollywood,Hybrid,hollywood,Juno,SUP,47.20,13.70
Hollywood,Hybrid,hollywood,Kiriko,SUP,50.30,48.00
Hollywood,Hybrid,hollywood,Lifeweaver,SUP,32.40,6.70
Hollywood,Hybrid,hollywood,Lúcio,SUP,40.70,6.70
Hollywood,Hybrid,hollywood,Mercy,SUP,52.90,14.50
Hollywood,Hybrid,hollywood,Mizuki,SUP,47.60,11.50
Hollywood,Hybrid,hollywood,Moira,SUP,45.60,8.30
Hollywood,Hybrid,hollywood,Wuyang,SUP,46.30,10.30
Hollywood,Hybrid,hollywood,Zenyatta,SUP,57.30,9.50
King's Row,Hybrid,kings-row,Anran,DPS,55.80,3.60
King's Row,Hybrid,kings-row,Ashe,DPS,57.40,10.10
King's Row,Hybrid,kings-row,Bastion,DPS,43.50,7.00
King's Row,Hybrid,kings-row,Cassidy,DPS,45.60,20.40
King's Row,Hybrid,kings-row,Echo,DPS,43.40,4.50
King's Row,Hybrid,kings-row,Emre,DPS,44.30,4.80
King's Row,Hybrid,kings-row,Freja,DPS,46.40,11.40
King's Row,Hybrid,kings-row,Genji,DPS,51.40,15.50
King's Row,Hybrid,kings-row,Hanzo,DPS,51.00,8.60
King's Row,Hybrid,kings-row,Junkrat,DPS,54.90,5.30
King's Row,Hybrid,kings-row,Mei,DPS,54.10,9.80
King's Row,Hybrid,kings-row,Pharah,DPS,51.20,8.30
King's Row,Hybrid,kings-row,Reaper,DPS,47.30,10.00
King's Row,Hybrid,kings-row,Shion,DPS,51.50,12.50
King's Row,Hybrid,kings-row,Sierra,DPS,41.90,1.20
King's Row,Hybrid,kings-row,Sojourn,DPS,49.30,22.70
King's Row,Hybrid,kings-row,Soldier: 76,DPS,49.30,7.60
King's Row,Hybrid,kings-row,Sombra,DPS,42.40,1.30
King's Row,Hybrid,kings-row,Symmetra,DPS,46.30,3.60
King's Row,Hybrid,kings-row,Torbjörn,DPS,45.30,4.50
King's Row,Hybrid,kings-row,Tracer,DPS,41.90,12.60
King's Row,Hybrid,kings-row,Vendetta,DPS,47.10,2.90
King's Row,Hybrid,kings-row,Venture,DPS,37.20,1.80
King's Row,Hybrid,kings-row,Widowmaker,DPS,47.60,10.00
King's Row,Hybrid,kings-row,D.Va,TANK,44.30,4.10
King's Row,Hybrid,kings-row,Domina,TANK,56.30,2.80
King's Row,Hybrid,kings-row,Doomfist,TANK,47.40,9.80
King's Row,Hybrid,kings-row,Hazard,TANK,52.90,6.10
King's Row,Hybrid,kings-row,Junker Queen,TANK,54.20,4.40
King's Row,Hybrid,kings-row,Mauga,TANK,48.30,6.80
King's Row,Hybrid,kings-row,Orisa,TANK,47.00,8.70
King's Row,Hybrid,kings-row,Ramattra,TANK,47.50,8.30
King's Row,Hybrid,kings-row,Reinhardt,TANK,52.00,9.80
King's Row,Hybrid,kings-row,Roadhog,TANK,47.00,5.20
King's Row,Hybrid,kings-row,Sigma,TANK,48.30,16.00
King's Row,Hybrid,kings-row,Winston,TANK,45.60,4.20
King's Row,Hybrid,kings-row,Wrecking Ball,TANK,44.40,2.90
King's Row,Hybrid,kings-row,Zarya,TANK,49.80,10.70
King's Row,Hybrid,kings-row,Ana,SUP,52.10,36.70
King's Row,Hybrid,kings-row,Baptiste,SUP,48.80,9.00
King's Row,Hybrid,kings-row,Brigitte,SUP,56.30,8.60
King's Row,Hybrid,kings-row,Illari,SUP,45.20,6.10
King's Row,Hybrid,kings-row,Jetpack Cat,SUP,47.60,7.60
King's Row,Hybrid,kings-row,Juno,SUP,49.90,16.20
King's Row,Hybrid,kings-row,Kiriko,SUP,43.70,48.50
King's Row,Hybrid,kings-row,Lifeweaver,SUP,46.80,6.70
King's Row,Hybrid,kings-row,Lúcio,SUP,46.60,7.10
King's Row,Hybrid,kings-row,Mercy,SUP,49.90,13.10
King's Row,Hybrid,kings-row,Mizuki,SUP,55.50,10.70
King's Row,Hybrid,kings-row,Moira,SUP,46.60,10.20
King's Row,Hybrid,kings-row,Wuyang,SUP,49.80,9.60
King's Row,Hybrid,kings-row,Zenyatta,SUP,43.70,10.10
Midtown,Hybrid,midtown,Anran,DPS,,
Midtown,Hybrid,midtown,Ashe,DPS,,
Midtown,Hybrid,midtown,Bastion,DPS,,
Midtown,Hybrid,midtown,Cassidy,DPS,,
Midtown,Hybrid,midtown,Echo,DPS,,
Midtown,Hybrid,midtown,Emre,DPS,,
Midtown,Hybrid,midtown,Freja,DPS,,
Midtown,Hybrid,midtown,Genji,DPS,,
Midtown,Hybrid,midtown,Hanzo,DPS,,
Midtown,Hybrid,midtown,Junkrat,DPS,,
Midtown,Hybrid,midtown,Mei,DPS,,
Midtown,Hybrid,midtown,Pharah,DPS,,
Midtown,Hybrid,midtown,Reaper,DPS,,
Midtown,Hybrid,midtown,Shion,DPS,,
Midtown,Hybrid,midtown,Sierra,DPS,,
Midtown,Hybrid,midtown,Sojourn,DPS,,
Midtown,Hybrid,midtown,Soldier: 76,DPS,,
Midtown,Hybrid,midtown,Sombra,DPS,,
Midtown,Hybrid,midtown,Symmetra,DPS,,
Midtown,Hybrid,midtown,Torbjörn,DPS,,
Midtown,Hybrid,midtown,Tracer,DPS,,
Midtown,Hybrid,midtown,Vendetta,DPS,,
Midtown,Hybrid,midtown,Venture,DPS,,
Midtown,Hybrid,midtown,Widowmaker,DPS,,
Midtown,Hybrid,midtown,D.Va,TANK,,
Midtown,Hybrid,midtown,Domina,TANK,,
Midtown,Hybrid,midtown,Doomfist,TANK,,
Midtown,Hybrid,midtown,Hazard,TANK,,
Midtown,Hybrid,midtown,Junker Queen,TANK,,
Midtown,Hybrid,midtown,Mauga,TANK,,
Midtown,Hybrid,midtown,Orisa,TANK,,
Midtown,Hybrid,midtown,Ramattra,TANK,,
Midtown,Hybrid,midtown,Reinhardt,TANK,,
Midtown,Hybrid,midtown,Roadhog,TANK,,
Midtown,Hybrid,midtown,Sigma,TANK,,
Midtown,Hybrid,midtown,Winston,TANK,,
Midtown,Hybrid,midtown,Wrecking Ball,TANK,,
Midtown,Hybrid,midtown,Zarya,TANK,,
Midtown,Hybrid,midtown,Ana,SUP,,
Midtown,Hybrid,midtown,Baptiste,SUP,,
Midtown,Hybrid,midtown,Brigitte,SUP,,
Midtown,Hybrid,midtown,Illari,SUP,,
Midtown,Hybrid,midtown,Jetpack Cat,SUP,,
Midtown,Hybrid,midtown,Juno,SUP,,
Midtown,Hybrid,midtown,Kiriko,SUP,,
Midtown,Hybrid,midtown,Lifeweaver,SUP,,
Midtown,Hybrid,midtown,Lúcio,SUP,,
Midtown,Hybrid,midtown,Mercy,SUP,,
Midtown,Hybrid,midtown,Mizuki,SUP,,
Midtown,Hybrid,midtown,Moira,SUP,,
Midtown,Hybrid,midtown,Wuyang,SUP,,
Midtown,Hybrid,midtown,Zenyatta,SUP,,
Numbani,Hybrid,numbani,Anran,DPS,61.60,4.70
Numbani,Hybrid,numbani,Ashe,DPS,56.30,18.40
Numbani,Hybrid,numbani,Bastion,DPS,40.00,6.40
Numbani,Hybrid,numbani,Cassidy,DPS,55.70,17.60
Numbani,Hybrid,numbani,Echo,DPS,47.80,11.50
Numbani,Hybrid,numbani,Emre,DPS,25.50,4.70
Numbani,Hybrid,numbani,Freja,DPS,36.20,11.20
Numbani,Hybrid,numbani,Genji,DPS,48.70,11.50
Numbani,Hybrid,numbani,Hanzo,DPS,63.30,3.50
Numbani,Hybrid,numbani,Junkrat,DPS,32.70,4.40
Numbani,Hybrid,numbani,Mei,DPS,40.90,4.00
Numbani,Hybrid,numbani,Pharah,DPS,39.80,4.80
Numbani,Hybrid,numbani,Reaper,DPS,51.40,10.70
Numbani,Hybrid,numbani,Shion,DPS,57.30,13.10
Numbani,Hybrid,numbani,Sierra,DPS,65.30,3.00
Numbani,Hybrid,numbani,Sojourn,DPS,39.10,14.70
Numbani,Hybrid,numbani,Soldier: 76,DPS,55.90,13.50
Numbani,Hybrid,numbani,Sombra,DPS,39.80,1.70
Numbani,Hybrid,numbani,Symmetra,DPS,53.90,2.30
Numbani,Hybrid,numbani,Torbjörn,DPS,51.20,5.60
Numbani,Hybrid,numbani,Tracer,DPS,50.20,23.90
Numbani,Hybrid,numbani,Vendetta,DPS,42.20,3.00
Numbani,Hybrid,numbani,Venture,DPS,52.70,0.90
Numbani,Hybrid,numbani,Widowmaker,DPS,50.60,5.10
Numbani,Hybrid,numbani,D.Va,TANK,45.20,7.50
Numbani,Hybrid,numbani,Domina,TANK,17.50,0.80
Numbani,Hybrid,numbani,Doomfist,TANK,54.30,9.60
Numbani,Hybrid,numbani,Hazard,TANK,37.80,9.90
Numbani,Hybrid,numbani,Junker Queen,TANK,44.90,1.70
Numbani,Hybrid,numbani,Mauga,TANK,40.80,8.30
Numbani,Hybrid,numbani,Orisa,TANK,51.70,3.50
Numbani,Hybrid,numbani,Ramattra,TANK,34.90,3.20
Numbani,Hybrid,numbani,Reinhardt,TANK,60.10,4.70
Numbani,Hybrid,numbani,Roadhog,TANK,50.80,7.00
Numbani,Hybrid,numbani,Sigma,TANK,45.20,13.20
Numbani,Hybrid,numbani,Winston,TANK,52.40,17.40
Numbani,Hybrid,numbani,Wrecking Ball,TANK,54.20,8.00
Numbani,Hybrid,numbani,Zarya,TANK,72.20,5.10
Numbani,Hybrid,numbani,Ana,SUP,46.00,38.50
Numbani,Hybrid,numbani,Baptiste,SUP,47.20,5.10
Numbani,Hybrid,numbani,Brigitte,SUP,58.70,14.50
Numbani,Hybrid,numbani,Illari,SUP,33.60,7.50
Numbani,Hybrid,numbani,Jetpack Cat,SUP,63.50,9.80
Numbani,Hybrid,numbani,Juno,SUP,45.50,13.60
Numbani,Hybrid,numbani,Kiriko,SUP,42.70,50.20
Numbani,Hybrid,numbani,Lifeweaver,SUP,47.80,6.60
Numbani,Hybrid,numbani,Lúcio,SUP,47.20,7.20
Numbani,Hybrid,numbani,Mercy,SUP,57.00,18.30
Numbani,Hybrid,numbani,Mizuki,SUP,44.60,10.90
Numbani,Hybrid,numbani,Moira,SUP,42.10,5.80
Numbani,Hybrid,numbani,Wuyang,SUP,54.00,7.00
Numbani,Hybrid,numbani,Zenyatta,SUP,68.60,5.20
Paraíso,Hybrid,paraiso,Anran,DPS,56.70,4.60
Paraíso,Hybrid,paraiso,Ashe,DPS,57.50,14.20
Paraíso,Hybrid,paraiso,Bastion,DPS,50.20,4.20
Paraíso,Hybrid,paraiso,Cassidy,DPS,41.70,18.90
Paraíso,Hybrid,paraiso,Echo,DPS,71.00,10.40
Paraíso,Hybrid,paraiso,Emre,DPS,46.80,6.40
Paraíso,Hybrid,paraiso,Freja,DPS,47.80,14.50
Paraíso,Hybrid,paraiso,Genji,DPS,54.10,16.40
Paraíso,Hybrid,paraiso,Hanzo,DPS,45.50,6.40
Paraíso,Hybrid,paraiso,Junkrat,DPS,13.10,3.30
Paraíso,Hybrid,paraiso,Mei,DPS,14.10,2.00
Paraíso,Hybrid,paraiso,Pharah,DPS,49.60,5.60
Paraíso,Hybrid,paraiso,Reaper,DPS,54.80,8.80
Paraíso,Hybrid,paraiso,Shion,DPS,50.90,11.20
Paraíso,Hybrid,paraiso,Sierra,DPS,56.70,2.70
Paraíso,Hybrid,paraiso,Sojourn,DPS,37.20,13.80
Paraíso,Hybrid,paraiso,Soldier: 76,DPS,44.00,14.10
Paraíso,Hybrid,paraiso,Sombra,DPS,51.90,2.40
Paraíso,Hybrid,paraiso,Symmetra,DPS,37.40,2.70
Paraíso,Hybrid,paraiso,Torbjörn,DPS,52.10,4.70
Paraíso,Hybrid,paraiso,Tracer,DPS,47.70,16.70
Paraíso,Hybrid,paraiso,Vendetta,DPS,62.70,2.60
Paraíso,Hybrid,paraiso,Venture,DPS,21.90,1.90
Paraíso,Hybrid,paraiso,Widowmaker,DPS,57.70,11.60
Paraíso,Hybrid,paraiso,D.Va,TANK,47.70,9.50
Paraíso,Hybrid,paraiso,Domina,TANK,59.40,2.50
Paraíso,Hybrid,paraiso,Doomfist,TANK,40.60,8.40
Paraíso,Hybrid,paraiso,Hazard,TANK,54.10,14.00
Paraíso,Hybrid,paraiso,Junker Queen,TANK,38.00,2.00
Paraíso,Hybrid,paraiso,Mauga,TANK,34.50,8.10
Paraíso,Hybrid,paraiso,Orisa,TANK,19.60,3.20
Paraíso,Hybrid,paraiso,Ramattra,TANK,50.60,2.40
Paraíso,Hybrid,paraiso,Reinhardt,TANK,43.80,3.80
Paraíso,Hybrid,paraiso,Roadhog,TANK,68.40,10.20
Paraíso,Hybrid,paraiso,Sigma,TANK,46.20,14.20
Paraíso,Hybrid,paraiso,Winston,TANK,58.60,12.80
Paraíso,Hybrid,paraiso,Wrecking Ball,TANK,44.70,5.50
Paraíso,Hybrid,paraiso,Zarya,TANK,54.00,3.30
Paraíso,Hybrid,paraiso,Ana,SUP,47.70,40.70
Paraíso,Hybrid,paraiso,Baptiste,SUP,30.20,7.10
Paraíso,Hybrid,paraiso,Brigitte,SUP,45.70,12.20
Paraíso,Hybrid,paraiso,Illari,SUP,45.30,11.10
Paraíso,Hybrid,paraiso,Jetpack Cat,SUP,64.60,12.20
Paraíso,Hybrid,paraiso,Juno,SUP,44.00,11.30
Paraíso,Hybrid,paraiso,Kiriko,SUP,52.30,45.90
Paraíso,Hybrid,paraiso,Lifeweaver,SUP,36.30,7.50
Paraíso,Hybrid,paraiso,Lúcio,SUP,40.20,4.90
Paraíso,Hybrid,paraiso,Mercy,SUP,64.10,18.00
Paraíso,Hybrid,paraiso,Mizuki,SUP,56.90,9.00
Paraíso,Hybrid,paraiso,Moira,SUP,42.00,6.10
Paraíso,Hybrid,paraiso,Wuyang,SUP,50.90,8.10
Paraíso,Hybrid,paraiso,Zenyatta,SUP,48.00,5.90
Colosseo,Push,colosseo,Anran,DPS,60.20,4.30
Colosseo,Push,colosseo,Ashe,DPS,57.40,7.60
Colosseo,Push,colosseo,Bastion,DPS,48.50,4.20
Colosseo,Push,colosseo,Cassidy,DPS,47.00,25.10
Colosseo,Push,colosseo,Echo,DPS,53.30,4.70
Colosseo,Push,colosseo,Emre,DPS,42.40,5.50
Colosseo,Push,colosseo,Freja,DPS,48.30,8.70
Colosseo,Push,colosseo,Genji,DPS,52.50,12.10
Colosseo,Push,colosseo,Hanzo,DPS,55.90,3.00
Colosseo,Push,colosseo,Junkrat,DPS,55.20,3.20
Colosseo,Push,colosseo,Mei,DPS,49.50,3.20
Colosseo,Push,colosseo,Pharah,DPS,48.90,4.50
Colosseo,Push,colosseo,Reaper,DPS,43.60,8.80
Colosseo,Push,colosseo,Shion,DPS,50.70,20.80
Colosseo,Push,colosseo,Sierra,DPS,43.80,1.40
Colosseo,Push,colosseo,Sojourn,DPS,50.50,23.20
Colosseo,Push,colosseo,Soldier: 76,DPS,52.80,14.60
Colosseo,Push,colosseo,Sombra,DPS,52.70,2.90
Colosseo,Push,colosseo,Symmetra,DPS,32.50,1.40
Colosseo,Push,colosseo,Torbjörn,DPS,47.00,4.40
Colosseo,Push,colosseo,Tracer,DPS,53.70,24.20
Colosseo,Push,colosseo,Vendetta,DPS,42.70,3.00
Colosseo,Push,colosseo,Venture,DPS,63.30,1.30
Colosseo,Push,colosseo,Widowmaker,DPS,39.90,7.70
Colosseo,Push,colosseo,D.Va,TANK,43.40,4.40
Colosseo,Push,colosseo,Domina,TANK,44.40,1.50
Colosseo,Push,colosseo,Doomfist,TANK,50.40,11.70
Colosseo,Push,colosseo,Hazard,TANK,54.60,9.30
Colosseo,Push,colosseo,Junker Queen,TANK,46.50,5.00
Colosseo,Push,colosseo,Mauga,TANK,56.80,8.30
Colosseo,Push,colosseo,Orisa,TANK,43.60,7.10
Colosseo,Push,colosseo,Ramattra,TANK,46.60,4.40
Colosseo,Push,colosseo,Reinhardt,TANK,49.40,8.00
Colosseo,Push,colosseo,Roadhog,TANK,48.10,7.60
Colosseo,Push,colosseo,Sigma,TANK,49.70,10.80
Colosseo,Push,colosseo,Winston,TANK,54.20,7.30
Colosseo,Push,colosseo,Wrecking Ball,TANK,51.90,7.40
Colosseo,Push,colosseo,Zarya,TANK,50.40,7.40
Colosseo,Push,colosseo,Ana,SUP,46.90,29.30
Colosseo,Push,colosseo,Baptiste,SUP,53.20,4.00
Colosseo,Push,colosseo,Brigitte,SUP,51.70,12.60
Colosseo,Push,colosseo,Illari,SUP,50.20,6.80
Colosseo,Push,colosseo,Jetpack Cat,SUP,55.00,9.50
Colosseo,Push,colosseo,Juno,SUP,49.70,16.00
Colosseo,Push,colosseo,Kiriko,SUP,48.30,52.80
Colosseo,Push,colosseo,Lifeweaver,SUP,39.80,5.40
Colosseo,Push,colosseo,Lúcio,SUP,57.10,12.00
Colosseo,Push,colosseo,Mercy,SUP,51.00,14.30
Colosseo,Push,colosseo,Mizuki,SUP,47.50,11.70
Colosseo,Push,colosseo,Moira,SUP,49.50,10.10
Colosseo,Push,colosseo,Wuyang,SUP,50.80,9.30
Colosseo,Push,colosseo,Zenyatta,SUP,50.10,6.20
Esperança,Push,esperanca,Anran,DPS,54.50,3.30
Esperança,Push,esperanca,Ashe,DPS,59.00,6.80
Esperança,Push,esperanca,Bastion,DPS,49.90,4.20
Esperança,Push,esperanca,Cassidy,DPS,47.20,23.90
Esperança,Push,esperanca,Echo,DPS,60.40,4.10
Esperança,Push,esperanca,Emre,DPS,45.80,4.90
Esperança,Push,esperanca,Freja,DPS,57.20,10.20
Esperança,Push,esperanca,Genji,DPS,51.10,13.10
Esperança,Push,esperanca,Hanzo,DPS,44.70,1.80
Esperança,Push,esperanca,Junkrat,DPS,47.50,3.00
Esperança,Push,esperanca,Mei,DPS,36.90,2.30
Esperança,Push,esperanca,Pharah,DPS,51.30,4.60
Esperança,Push,esperanca,Reaper,DPS,53.20,9.30
Esperança,Push,esperanca,Shion,DPS,47.70,21.50
Esperança,Push,esperanca,Sierra,DPS,34.20,1.30
Esperança,Push,esperanca,Sojourn,DPS,43.80,20.70
Esperança,Push,esperanca,Soldier: 76,DPS,58.00,18.60
Esperança,Push,esperanca,Sombra,DPS,51.20,2.30
Esperança,Push,esperanca,Symmetra,DPS,47.40,1.50
Esperança,Push,esperanca,Torbjörn,DPS,49.80,3.80
Esperança,Push,esperanca,Tracer,DPS,49.10,30.40
Esperança,Push,esperanca,Vendetta,DPS,42.90,3.20
Esperança,Push,esperanca,Venture,DPS,51.50,1.60
Esperança,Push,esperanca,Widowmaker,DPS,40.90,3.70
Esperança,Push,esperanca,D.Va,TANK,48.30,7.50
Esperança,Push,esperanca,Domina,TANK,31.00,1.30
Esperança,Push,esperanca,Doomfist,TANK,52.10,10.50
Esperança,Push,esperanca,Hazard,TANK,51.90,10.90
Esperança,Push,esperanca,Junker Queen,TANK,50.60,5.90
Esperança,Push,esperanca,Mauga,TANK,55.10,10.70
Esperança,Push,esperanca,Orisa,TANK,36.60,6.10
Esperança,Push,esperanca,Ramattra,TANK,58.70,3.70
Esperança,Push,esperanca,Reinhardt,TANK,48.60,4.80
Esperança,Push,esperanca,Roadhog,TANK,51.50,6.90
Esperança,Push,esperanca,Sigma,TANK,49.80,7.00
Esperança,Push,esperanca,Winston,TANK,46.20,9.30
Esperança,Push,esperanca,Wrecking Ball,TANK,51.60,9.60
Esperança,Push,esperanca,Zarya,TANK,54.20,5.70
Esperança,Push,esperanca,Ana,SUP,48.70,24.40
Esperança,Push,esperanca,Baptiste,SUP,51.50,5.10
Esperança,Push,esperanca,Brigitte,SUP,51.80,13.40
Esperança,Push,esperanca,Illari,SUP,50.00,6.40
Esperança,Push,esperanca,Jetpack Cat,SUP,49.80,10.00
Esperança,Push,esperanca,Juno,SUP,44.90,16.40
Esperança,Push,esperanca,Kiriko,SUP,49.10,56.40
Esperança,Push,esperanca,Lifeweaver,SUP,44.60,5.80
Esperança,Push,esperanca,Lúcio,SUP,50.70,12.10
Esperança,Push,esperanca,Mercy,SUP,53.10,14.10
Esperança,Push,esperanca,Mizuki,SUP,49.10,13.20
Esperança,Push,esperanca,Moira,SUP,55.40,9.90
Esperança,Push,esperanca,Wuyang,SUP,54.10,7.90
Esperança,Push,esperanca,Zenyatta,SUP,50.40,4.90
New Queen Street,Push,new-queen-street,Anran,DPS,51.70,3.60
New Queen Street,Push,new-queen-street,Ashe,DPS,56.70,6.80
New Queen Street,Push,new-queen-street,Bastion,DPS,45.70,4.00
New Queen Street,Push,new-queen-street,Cassidy,DPS,49.30,22.70
New Queen Street,Push,new-queen-street,Echo,DPS,46.20,2.70
New Queen Street,Push,new-queen-street,Emre,DPS,51.90,4.80
New Queen Street,Push,new-queen-street,Freja,DPS,49.70,9.20
New Queen Street,Push,new-queen-street,Genji,DPS,44.60,13.20
New Queen Street,Push,new-queen-street,Hanzo,DPS,39.80,2.20
New Queen Street,Push,new-queen-street,Junkrat,DPS,51.20,1.90
New Queen Street,Push,new-queen-street,Mei,DPS,59.60,2.50
New Queen Street,Push,new-queen-street,Pharah,DPS,50.10,3.40
New Queen Street,Push,new-queen-street,Reaper,DPS,51.50,7.90
New Queen Street,Push,new-queen-street,Shion,DPS,46.70,21.70
New Queen Street,Push,new-queen-street,Sierra,DPS,31.10,1.50
New Queen Street,Push,new-queen-street,Sojourn,DPS,42.80,20.50
New Queen Street,Push,new-queen-street,Soldier: 76,DPS,56.60,26.80
New Queen Street,Push,new-queen-street,Sombra,DPS,46.40,3.40
New Queen Street,Push,new-queen-street,Symmetra,DPS,47.00,2.00
New Queen Street,Push,new-queen-street,Torbjörn,DPS,57.90,4.10
New Queen Street,Push,new-queen-street,Tracer,DPS,55.10,27.40
New Queen Street,Push,new-queen-street,Vendetta,DPS,50.50,2.50
New Queen Street,Push,new-queen-street,Venture,DPS,55.00,1.50
New Queen Street,Push,new-queen-street,Widowmaker,DPS,40.10,3.90
New Queen Street,Push,new-queen-street,D.Va,TANK,48.40,6.60
New Queen Street,Push,new-queen-street,Domina,TANK,50.80,1.00
New Queen Street,Push,new-queen-street,Doomfist,TANK,50.90,9.50
New Queen Street,Push,new-queen-street,Hazard,TANK,50.60,8.60
New Queen Street,Push,new-queen-street,Junker Queen,TANK,53.30,5.90
New Queen Street,Push,new-queen-street,Mauga,TANK,51.80,10.40
New Queen Street,Push,new-queen-street,Orisa,TANK,46.10,7.20
New Queen Street,Push,new-queen-street,Ramattra,TANK,55.70,3.50
New Queen Street,Push,new-queen-street,Reinhardt,TANK,53.60,7.30
New Queen Street,Push,new-queen-street,Roadhog,TANK,55.40,7.40
New Queen Street,Push,new-queen-street,Sigma,TANK,48.00,8.40
New Queen Street,Push,new-queen-street,Winston,TANK,39.30,8.60
New Queen Street,Push,new-queen-street,Wrecking Ball,TANK,47.00,9.30
